Label,Content
ham,lol enjoy role playing much
ham,ok me watching tv too
ham,I just lov this line hurt me with the truth
ham,just checked out heading out to drop off my stuff now
ham,here got lots of hair dresser fr china
ham,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids I went to work even my colleagues did not wish
ham,ill call you evening ill some ideas
spam,splashmobile choose from 1000s of gr8 tones each wk this is a subscrition service with weekly tones costing 300p U have one credit kick back and ENJOY
ham,did you show him and wot did he say or could u not c him 4 dust
ham,it should take about lt gt min
spam,not heard from U4 a while call 4 rude chat private line 01223585334 to cum wan 2C pics of me gettin shagged then text PIX to 8552 2End send STOP 8552 SAM xxx
ham,ok now i am in bus if i come soon i will come otherwise tomorrow
ham,I cant pick the phone right now pls send a message
spam, forwarded from 88877 FREE entry into our å 250 weekly comp just send the word ENTER to 88877 NOW 18 T C wwwtextcompcom
ham,finish liao PUNCT U
spam,88066 FROM 88066 LOST 3POUND HELP
ham,haha i think i did too
ham,U know we watchin at lido
ham,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself PUNCT 
ham,haha awesome I ve been to 4u a couple times who all s coming
ham,cold dont be sad dear
ham,think I could stop by in like an hour or so my roommate s looking to stock up for a trip
ham,is that on the telly no its brdget jones
ham,love you aathi PUNCT love u lot PUNCT 
ham,hello how r u im bored inever thought id get bored with the tv but I am tell me something exciting has happened there anything 
ham,hmm PUNCT bad news PUNCT hype park plaza 700 studio taken PUNCT only left 2 bedrm 900 PUNCT 
ham,sorry I ll call later in meeting
ham,R Ì comin back for dinner
ham,I hav almost reached call i m unable to connect u
ham,whom you waited for yesterday
ham,I reach home safe n sound liao PUNCT 
ham,velly good yes please
ham,hi wkend ok but journey terrible wk not good as have huge back log of marking to do
ham,I have had two more letters from I will copy them for you cos one has a message for you speak soon
ham,alex knows a guy who sells mids but he s down in south tampa and I don t think I could set it up before like 8
ham,dont you have message offer
spam,had your mobile 11mths update for FREE to oranges latest colour camera mobiles unlimited weekend calls call mobile Upd8 on freefone 08000839402 or 2StopTx
ham,HEY THERE BABE HOW U DOIN WOT U UP 2 2NITE LOVE ANNIE X
ham,remind me how to get there and I shall do so
ham, that s not v romantic
ham,hello damn this christmas thing I think i have decided to keep this mp3 that doesnt work
spam,you have 1 new message please call 08718738034
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME JESS XX
spam, forwarded from 21870000 hi this is your mailbox messaging SMS alert you have 4 messages you have 21 matches please call back on 09056242159 to retrieve your messages and matches
ham,draw vai dont think so 
ham,dont pick up d call when something important is there to tell hrishi
spam,congrats 1 year special cinema pass for 2 is yours call 09061209465 now C suprman V Matrix3 StarWars3 etc all 4 FREE bx420 ip4 5we 150pm dont miss out
ham,nothin comes to my mind ÌÏ help me buy hanger lor ur laptop not heavy
ham, lt gt that s all guess that s easy enough
ham,we can make a baby in yo tho
ham,should I tell my friend not to come round til like lt gt ish
ham,friendship poem dear O dear U R not near but I can hear dont get fear live with cheer no more tear U R always my dear gud ni8
ham,still in the area of the restaurant ill try to come back soon
ham,aight that ll work thanks
spam,WIN a year supply of cds 4 a store of ur choice worth å 500 enter our å 100 weekly draw txt MUSIC to 87066 ts cs wwwLdewcomsubs16 1win150ppmx3
spam,moby pub quizwin a å 100 high street prize if u know who the new duchess of cornwall will be txt her first name to 82277unsub STOP å 150 008704050406 SP arrow
ham,I have 2 sleeping bags 1 blanket and paper and phone details anything else
spam,you have won a nokia 7250i this is what you get when you win our FREE auction to take part send nokia to 86021 now HG Suite342 2Lands row W1JHL 16 
spam,congratulations thanks to a good friend U have WON the å 2 000 xmas prize 2 claim is easy just call 08718726971 NOW only 10p per minute BT national rate
spam,tddnewsletter emc1couk more games from thedailydraw dear helen dozens of free games with great prizesWith PUNCT 
ham,so what do you guys do
ham,also that chat was awesome but don t make it regular unless you can see her in person
ham,that s significant but dont worry
ham,that s cause your old I live to be high
ham,waqt se pehle or naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai PUNCT 
ham,on the way to office da PUNCT 
ham,in which place do you want da
ham,this pain couldn t have come at a worse time
ham,ok PUNCT 
ham,should I be stalking u
ham,sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun
ham,ok lor
ham,apps class varaya elaya
ham,the xmas story is peace PUNCT the xmas msg is love PUNCT the xmas miracle is jesus PUNCT hav a blessed month ahead amp wish U merry xmas PUNCT 
spam,URGENT your mobile number WON a å 2000 bonus caller prize on 10 06 03 this is the 2nd attempt to reach you call 09066368753 ASAP box 97N7QP 150ppm
ham,that day you asked about anand number why 
ham,am surfing online store for offers do you want to buy any thing
ham,long beach lor expected PUNCT U having dinner now
ham,at home by the way
ham,we are both fine thanks
ham,what happen to her tell the truth
ham,do you like italian food
ham,which is weird because I know I had it at one point
ham, aww you must be nearly deadWell jez isComing over toDo some workAnd that whillTake forever 
ham,tell your friends what you plan to do on valentines day lt URL gt 
ham,alright see you in a bit
ham,cheers for the message zogtorius IåÕve been staring at my phone for an age deciding whether to text or not
ham,I will take care of financial problemi will help 
ham,tell dear what happen to you why you talking to me like an alian
spam,double your mins txts on orange or 1 2 price linerental motorola and sonyericsson with B tooth FREE nokia FREE call MobileUpd8 on 08000839402 or2optout HV9D
ham,1 go to write msg 2 put on dictionary mode 3 cover the screen with hand 4 press lt gt 5 gently remove ur hand PUNCT its interesting PUNCT 
ham,okie PUNCT 
ham,hi this is yijue can i meet u at 11 tmr
ham,its posible dnt live in lt gt century cm frwd n thnk different
ham,but i dint slept in afternoon
ham,that seems unnecessarily affectionate
ham,yar else i ll thk of all sorts of funny things
ham,you will be in the place of that man
spam,download as many ringtones as u like no restrictions 1000s 2 choose U can even send 2 yr buddys txt sir to 80082 å 3
ham,thats cool how was your day
spam,please CALL 08712402902 immediately as there is an urgent message waiting for you
ham,R we going with the lt gt bus
ham,hello my love how went your day are you alright I think of you my sweet and send a jolt to your heart to remind you PUNCT I LOVE YOU can you hear it I screamed it across the sea for all the world to hear ahmad al hallaq is loved and owned possessive passionate kiss 
ham,no PUNCT he joined today itself
ham,okay same with me well thanks for the clarification
ham,I ll talk to the others and probably just come early tomorrow then
spam,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt CARD SPOOK to 8007 zed 08701417012150p per logo pic
ham,had the money issue weigh me down but thanks to you I can breathe easier now ill make sure you dont regret it thanks
ham,hi I m sorry i missed your call can you pls call back
ham,how are you doing hope you ve settled in for the new school year just wishin you a gr8 day
spam,fantasy football is back on your TV go to sky gamestar on sky active and play å 250k dream team scoring starts on saturday so register nowSKY OPT OUT to 88088
ham,ok then no need to tell me anything i am going to sleep good night
ham,ok try to do week end course in coimbatore
spam,tone club your subs has now expired 2 re sub reply MONOC 4 monos or POLYC 4 polys 1 weekly 150p per week txt STOP 2 stop this msg free stream 0871212025016
ham,V nice off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census busy transcribing 
ham,if you r home then come down within 5 min
ham,A boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal dt time a truck was speeding towards d gal wn it was about 2 hit d girl d boy ran like hell n saved her she asked hw cn u run so fast D boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story I hv free msgs D gud ni8 
ham,that day Ì say Ì cut ur hair at paragon is it called hair sense do Ì noe how much is a hair cut
ham,hmm too many of them unfortunately PUNCT pics obviously arent hot cakes its kinda fun tho
ham,watching tv lor PUNCT Y she so funny we bluff her 4 wat izzit because she thk it s impossible between us
spam,XMAS prize draws we are trying to contact U todays draw shows that you have won a å 2000 prize GUARANTEED call 09058094565 from land line valid 12hrs only
ham,dunno lei he neva say PUNCT 
ham,thanx 4 2day U r a goodmate I THINK UR RITE SARY ASUSUAL1 U CHEERED ME UP LOVE U franyxxxxx
ham,I m on my way home went to change batt 4 my watch then go shop a bit lor
spam,YES the only place in town to meet exciting adult singles is now in the UK txt CHAT to 86688 now 150p msg
ham,hi mobile no lt gt has added you in their contact list on wwwfullonsmscom it s a great place to send free sms to people for more visit fullonsmscom
ham,good evening sir hope you are having a nice day I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a lt gt charge I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that s why i didnt speak up I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month s end can you please help thank you for everything
ham,if i let you do this i want you in the house by 8am
ham,best line said in love I will wait till the day I can forget u or the day u realize that u cannot forget me PUNCT gn 
ham,I will reach before ten morning
ham,your pussy is perfect
ham,sorry I ll call later
spam,someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline 09058098002 PoBox1 W14RG 150p
ham,no message PUNCT no responce PUNCT what happend
ham,also where s the piece
ham,wiskey brandy rum gin beer vodka scotch shampain wine KUDI yarasu dhina vaazhthukkal PUNCT 
ham,boo how s things I m back at home and a little bored already 
ham,first has she gained more than lt gt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries
ham,PICK UR FONE UP NOW U DUMB
ham,thanks da thangam i feel very very happy dear I also miss you da
ham,okey doke I m at home but not dressed cos laying around ill speak to you later bout times and stuff
ham,I don t run away frm u PUNCT I walk slowly amp it kills me that u don t care enough to stop me PUNCT 
ham,babe I m back PUNCT come back to me PUNCT 
ham,well you told others you d marry them PUNCT 
ham,neshanth PUNCT tel me who r u
ham,YO YO YO BYATCH WHASSUP
ham,oh PUNCT kay PUNCT on sat right
ham,hi this is roger from CL how are you
spam,babe U want me dont u baby im nasty and have a thing 4 filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt XXX SLO 4msgs 
ham,oh oh PUNCT wasted PUNCT den muz chiong on sat n sun liao PUNCT 
ham,jesus christ bitch I m trying to give you drugs answer your fucking phone
ham,please give it 2 or i will pick it up on tuesday evening about 8 if that is ok
ham,I m meeting darren PUNCT 
ham,one of best dialogue in cute reltnship PUNCT wen i die
ham,solve d case A man was found murdered on lt DECIMAL gt lt gt afternoon 1 his wife called police 2 police questioned everyone 3 wife sir I was sleeping when the murder took place 4Cook I was cooking 5Gardener I was picking vegetables 6House maid I went 2 d post office 7Children we went 2 play 8Neighbour we went 2 a marriage police arrested d murderer immediately who s it reply with reason if U r brilliant
ham,dear where you will be when i reach there
ham,aww that s the first time u said u missed me without asking if I missed u first you DO love me 
ham,ok PUNCT thanx PUNCT gd nite 2 Ì too PUNCT 
ham,come to me right now ahmad
spam,I don t know u and u don t know me send CHAT to 86688 now and let s find each other only 150p msg rcvd HG Suite342 2Lands row W1J6HL LDN 18 years or over
ham,lol please do actually send a pic of yourself right now I wanna see pose with a comb and hair dryer or something
ham,O was not into fps then
ham,huh means computational science PUNCT Y they like dat one push here n there PUNCT 
ham,could you not read me my love I answered you
ham,oh PUNCT lk tt den we take e one tt ends at cine lor PUNCT dun wan yogasana oso can PUNCT 
ham,madam regret disturbancemight receive a reference check from DLF premaricakindly be informedRgds rakhesh kerala
spam,SMS SERVICES for your inclusive text credits pls gotto wwwcomuknet login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk220cm2 9AE
ham,oic PUNCT then better quickly go bathe n settle down PUNCT 
ham,err PUNCT cud do I m going to at 8pm I haven t got a way to contact him until then
ham,A bloo bloo bloo I ll miss the first bowl
ham,lmao but its so fun PUNCT 
ham,oh k k but he is not a big hitteranyway good
ham,hey PUNCT I almost forgot PUNCT happy B day babe I love ya PUNCT 
spam,valentines day special win over å 1000 in our quiz and take your partner on the trip of a lifetime send GO to 83600 now 150p msg rcvd custcare 08718720201
ham,do you think i can move lt gt in a week
ham,shes find I sent you an offline message to know how anjola s now
spam,guess who am ithis is the first time I created a web page WWWASJESUSCOM read all I wrote I m waiting for your opinions I want to be your friend 1 1
ham,how was txting and driving
ham,that s good lets thank god please complete the drug have lots of water and have a beautiful day
ham,really dun bluff me leh PUNCT U sleep early too nite PUNCT 
ham,indians r poor but india is not a poor country says one of the swiss bank directors he says that lt gt lac crore of indian money is deposited in swiss banks which can be used for taxless budget for lt gt yrs can give lt gt crore jobs to all indians from any village to delhi 4 lane roads forever free power suply to more than lt gt social projects every citizen can get monthly lt gt for lt gt yrs no need of world bank amp IMF loan think how our money is blocked by rich politicians we have full rights against corrupt politicians itna forward karo ki pura INDIA padhegm 
ham,uncle boye I need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr8 day plus have you started cos i dont meet you online how was the honey moon
ham,oh ya ya I remember da 
ham,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
spam,for ur chance to win å 250 cash every wk TXT PLAY to 83370 T s C s wwwmusic trivianet custcare 08715705022 1x150p wk
ham,I not busy juz dun wan 2 go so early PUNCT hee PUNCT 
ham,rightio 1148 it is then well arent we all up bright and early this morning
ham,great I m in church now will holla when i get out
ham,back in brum thanks for putting us up and keeping us all and happy see you soon
ham,I donno if they are scorable
ham, lt gt great loxahatchee xmas tree burning update you can totally see stars here
ham,yes but i dont care I need you bad princess
ham,the guy kadeem hasn t been selling since the break I know one other guy but he s paranoid as fuck and doesn t like selling without me there and I can t be up there til late tonight
ham,sorry I ll call later
ham,tmr then Ì brin lar PUNCT aiya later i come n c lar PUNCT mayb Ì neva set properly Ì got da help sheet wif Ì PUNCT 
ham,do u knw dis no lt gt 
ham,then she dun believe wat
ham,K PUNCT give back my thanks
ham,I know complain num only PUNCT bettr directly go to bsnl offc nd apply for it PUNCT 
ham,okay I ve seen it so i should pick it on friday
ham,how much she payed suganya
ham,left dessert U wan me 2 go suntec look 4 u
ham,abeg make profit but its a start are you using it to get sponsors for the next event
ham,onum ela pa normal than
ham,kk PUNCT how is your sister kids
ham,cool I ll text you when I m on the way
ham,nope meanwhile she talk say make i greet you
ham,i cant talk to you nowi will call when i candont keep calling
ham,anything lar PUNCT 
ham,rose needs water season needs change poet needs imagination PUNCT my phone needs ur sms and i need ur lovely frndship forever PUNCT 
ham,good afternoon babe how goes that day any job prospects yet I miss you my love PUNCT sighs PUNCT 
ham,they will pick up and drop in carso no problem PUNCT 
ham,si think he is waste for rr PUNCT 
ham,he is world famamus PUNCT 
ham,is there coming friday is leave for pongaldo you get any news from your work place
ham,lol well don t do it without me we could have a big sale together
ham, am on my way
ham,eat at old airport road PUNCT but now 630 oredi PUNCT got a lot of pple PUNCT 
ham,sry can t talk on phone with parents
spam,final chance claim ur å 150 worth of discount vouchers today text YES to 85023 now savamob member offers mobile T cs savamob POBOX84 M263UZ å 300 subs 16
ham,ok lor wat time Ì finish
ham,princess i like to make love lt gt times per night hope thats not a problem
ham,mm i am on the way to railway
ham,i dnt wnt to tlk wid u
ham,I m done I m sorry I hope your next space gives you everything you want remember all the furniture is yours if i m not around when you move it just lock all the locks and leave the key with jenne
ham,not yet just i d like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house
spam,sppok up ur mob with a halloween collection of nokia logo pic message plus a FREE eerie tone txt CARD SPOOK to 8007
spam,urgent call 09066612661 from landline your complementary 4 tenerife holiday or å 10 000 cash await collection SAE T cs PO box 3 WA14 2PX 150ppm 18 sender hol offer
ham,K do it at evening da urgent 
ham,pansy you ve been living in a jungle for two years its my driving you should be more worried about
ham,mm have some kanji dont eat anything heavy ok
ham,only if you promise your getting out as SOON as you can and you ll text me in the morning to let me know you made it in ok
ham,lol that s different I don t go trying to find every real life photo you ever took
ham,I dont thnk its a wrong calling between us
ham,K ill drinkpa then what doing I need srs model pls send it to my mail id pa
ham,aiyah e rain like quite big leh if drizzling i can at least run home
ham,I have 2 docs appointments next week I m tired of them shoving stuff up me ugh why couldn t I have had a normal body
ham,dun b sad PUNCT it s over PUNCT dun thk abt it already concentrate on ur other papers k
ham,greetings me consider yourself excused
ham,no drama plsi have had enough from you and family while i am struggling in the hot sun in a strange placeNo reason why there should be an ego of not going IF NOT INVITED when actually its necessity to gowait for very serious reppurcussions
ham,they released another italian one today and it has a cosign option
ham,you at mu you should try to figure out how much money everyone has for gas and alcohol jay and I are trying to figure out our weed budget
spam,WINNER as a valued network customer you hvae been selected to receive a å 900 reward to collect call 09061701444 valid 24 hours only ACL03530150PM
ham,HCL chennai requires FRESHERS for voice processExcellent english neededSalary upto lt gt call mssuman lt gt for telephonic interview via indyarockscom
ham,dai what this da PUNCT can i send my resume to this id
ham,I know where the lt gt is I ll be there around 5
ham,yup i ve finished c Ì there PUNCT 
ham,remember to ask alex about his pizza
ham,no da PUNCT today also i forgot PUNCT 
ham,ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online you arrange shipping and you get a cut or U PUNCT for a partnership where U PUNCT invest money for shipping and he takes care of the restU PUNCT wud b self reliant soon dnt worry
ham,fwiw the reason I m only around when it s time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,hello my boytoy I made it home and my constant thought is of you my love I hope your having a nice visit but I can t wait till you come home to me PUNCT kiss 
ham,congrats kano PUNCT whr s the treat maga
ham,who u talking about
ham,yup PUNCT 
ham,ok PUNCT 
ham,U wake up already wat u doing U picking us up later rite I m taking sq825 reaching ard 7 smth 8 like dat U can check e arrival time C ya soon PUNCT 
ham,yunny i m walking in citylink now Ì faster come down PUNCT me very hungry PUNCT 
ham,er yep sure props
ham,hiya have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i don t get statements 4 that acc
spam,U have won a nokia 6230 plus a free digital camera this is what u get when u win our FREE auction to take part send NOKIA to 83383 now POBOX114 14TCR W1 16
ham,ok ill send you with in lt DECIMAL gt ok
ham,bognor it is should be splendid at this time of year
ham,yesi m in office da 
ham,sorry I ll call later
ham,joy s father is john then john is the NAME of joy s father mandan
ham,ok I only ask abt e movie U wan ktv oso
ham,misplaced your number and was sending texts to your old number wondering why i ve not heard from you this year all the best in your mcat got this number from my atlanta friends
ham,sorry I ll call later
ham,dunno lei PUNCT I might b eatin wif my frens PUNCT if Ì wan to eat then i wait 4 Ì lar
ham,sorry I ll call later
spam,FREE entry into our å 250 weekly comp just send the word WIN to 80086 NOW 18 T C wwwtxttowincouk
ham,say this slowly PUNCT GOD I LOVE YOU amp I NEED YOU CLEAN MY HEART WITH YOUR bloodsend this to ten special people amp u c miracle tomorrow do it pls pls do it PUNCT 
ham,do u noe how 2 send files between 2 computers
ham,mmmmm PUNCT I loved waking to your words this morning I miss you too my love I hope your day goes well and you are happy I wait for us to be together again
ham,jay says he ll put in lt gt 
ham,can you just come in for a sec there s somebody here I want you to see
ham,so the sun is anti sleep medicine
ham,what s happening with you have you gotten a job and have you begun registration for permanent residency
ham,yup ok PUNCT 
ham,glad it went well come over at 11 then we ll have plenty of time before claire goes to work
ham,ok enjoy R u there in home
ham,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks
ham,you do what all you like
ham,that s y we haf to combine n c how lor PUNCT 
ham,the monthly amount is not that terrible and you will not pay anything till 6months after finishing school
ham,hmmm how many players selected
ham,they said if its gonna snow it will start around 8 or 9 pm tonite they are predicting an inch of accumulation
ham,I dont can you send it to me plus how s mode
ham,aiyo please Ì got time meh
ham,package all your programs well
ham,she is our sister PUNCT she belongs 2 our family PUNCT she is d hope of tomorrow PUNCT pray 4 her who was fated 4 d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior 2 her grief amp pain pls join in dis chain amp pass it STOP VIOLENCE AGAINST WOMEN
ham,so are you guys asking that i get that slippers again or its gone with last year
ham,company is very goodenvironment is terrific and food is really nice 
spam,Text82228 get more ringtones logos and games from wwwtxt82228com questions info txt82228couk
ham,honestly i ve just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out
ham,yup but not studying surfing lor I m in e lazy mode today
ham,please sen my kind advice please come here and try 
ham,I m done C Ì there
ham,oh fine I ll be by tonight
ham,ÌÏ give me some time to walk there
ham,I ll reach in ard 20 mins ok PUNCT 
spam,freemsg you have been awarded a FREE mini DIGITAL CAMERA just reply SNAP to collect your prize quizclub opt out stop 80122300p wk SP RWM ph 08704050406 
ham,fuck babe PUNCT what happened to you how come you never came back
spam,this message is brought to you by GMW ltd and is not connected to the
ham,some friends want me to drive em someplace probably take a while
ham,I also thk too fast PUNCT xy suggest one not me U dun wan it s ok going 2 rain leh where got gd
ham,are you still getting the goods
ham,and maybe some pressies
ham,yeah I am so I ll leave maybe 7ish
ham,K PUNCT k PUNCT i m also fine when will you complete the course
ham,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words PUNCT 
ham,I told her I had a dr appt next week she thinks I m gonna die I told her its just a check nothing to be worried about but she didn t listen
ham,you in your room I need a few
ham,I dont want to hear anything
ham,hey for me there is no leave on friday wait i will ask my superior and tell you PUNCT 
ham,ultimately tor motive tui achieve korli
ham,from 5 to 2 only my work timing
ham, Û and don Û t worry we Û ll have finished by march Û ish
ham,the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
spam,congrats 2 mobile 3G videophones R yours call 09063458130 now videochat wid ur mates play java games dload polypH music noline rentl bx420 ip4 5we 150p
spam,your next amazing xxx PICSFREE1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video
ham,now thats going to ruin your thesis
ham,in sch but neva mind u eat 1st lor PUNCT 
ham,hey whats up U sleeping all morning
ham,erm I thought the contract ran out the4th of october
ham,I dunno until when PUNCT lets go learn pilates PUNCT 
spam,U are subscribed to the best mobile content service in the UK for å 3 per ten days until you send STOP to 83435 helpline 08706091795
ham,yup i m elaborating on the safety aspects and some other issues PUNCT 
spam,3 FREE TAROT TEXTS find out about your love life now TRY 3 FOR FREE text CHANCE to 85555 16 only after 3 free msgs å 150 each
ham,goodmorning today i am late for 1hr
ham,hi happy birthday hi hi hi hi hi hi hi
ham,I will be outside office take all from there
ham,if you don t respond imma assume you re still asleep and imma start calling n shit
ham,aight see you in a bit
ham,my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it 
spam,join the UK s horniest dogging service and u can have sex 2nite PUNCT just sign up and follow the instructions txt ENTRY to 69888 now NytEC2A3LPmsg 150p
ham,lol I have to take it member how I said my aunt flow didn t visit for 6 months it s cause I developed ovarian cysts bc is the only way to shrink them
ham,still work going on it is very small house
ham,my friend just got here and says he s upping his order by a few grams he s got lt gt when can you get here
ham,tmr timin still da same wat cos i got lesson until 6 PUNCT 
ham,that Û s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it
spam,sunshine quiz wkly Q win a top sony DVD player if u know which country liverpool played in mid week txt ansr to 82277 å 150 SP tyrone
ham,no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans
ham,got fujitsu ibm hp toshiba PUNCT got a lot of model how to say PUNCT 
ham,okie PUNCT thanx PUNCT 
ham,gosh that what a pain spose I better come then
ham,as usual PUNCT iam fine happy amp doing well PUNCT 
ham,okie
ham,so when you gonna get rimac access
ham, im at arestaurant eating squid i will be out about 10 30 wanna dosomething or is that to late 
ham,you call times job today ok umma and ask them to speed up
ham, HELLO UCALL WEN U FINISH WRKI FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS DID 4 HRS LAST NITE 2 TODAY OF WRK 
ham,R U SAM P IN EACHOTHER IF WE MEET WE CAN GO 2 MY HOUSE
ham, yeah lol luckily i didn t have a starring role like you
ham,hello madam how are you 
ham,awesome text me when you re restocked
ham,as usual PUNCT iam fine happy amp doing well PUNCT 
spam,knock knock txt whose there to 80082 to enter r weekly draw 4 a å 250 gift voucher 4 a store of yr choice T cs wwwtklscom age16 to stoptxtstopå 150 week
ham,yes it s all innocent fun O 
ham,thanks for sending this mental ability question PUNCT 
ham,sir hope your day is going smoothly i really hoped i wont have to bother you about this I have some bills that i can t settle this month I am out of all extra cash I know this is a challenging time for you also but i have to let you know
ham,2marrow only wed at lt gt to 2 aha
ham,I went to ur hon lab but no one is there
ham,I cant pick the phone right now pls send a message
ham,hey pple PUNCT 700 or 900 for 5 nights PUNCT excellent location wif breakfast hamper PUNCT 
spam, forwarded from 21870000 hi this is your mailbox messaging SMS alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100p min
ham,how come
ham,lol nah wasn t too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website
ham,ok lor PUNCT 
ham,I m coming home 4 dinner
ham,S da PUNCT al r above lt gt 
spam,FREE RING TONE just text POLYS to 87131 then every week get a new tone 0870737910216yrs only å 150 wk 
ham,unni thank you dear for the recharge PUNCT rakhesh
ham,I know I m lacking on most of this particular dramastorm s details but for the most part I m not worried about that
ham,haha PUNCT they cant what PUNCT at the most tmr forfeit PUNCT haha so how
ham,hey there glad u r better now I hear u treated urself to a digi cam is it good we r off at 9pm have a fab new year c u in coupla wks
ham,no way I m going back there
spam,URGENT your mobile no 077xxx WON a å 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach YOU call 09066362206 ASAP BOX97N7QP 150ppm
ham,I WILL CAL YOU SIR in meeting
ham,that s what I love to hear V see you sundayish then
ham,sorry da thangam very very sorry i am held up with prasad
ham,tiwary to rcbbattle between bang and kochi
ham,thank god they are in bed
ham,no I don t have cancer moms making a big deal out of a regular checkup aka pap smear
ham,am in gobi arts college
ham,why she wants to talk to me
ham,pandy joined 4w technologies todayhe got job PUNCT 
spam,you are guaranteed the latest nokia phone a 40GB iPod MP3 player or a å 500 prize txt word COLLECT to no 83355 ibhltd LdnW15H 150p Mtmsgrcvd18
ham,they can try they can get lost in fact tee hee
ham,hi you just spoke to MANEESHA V we d like to know if you were satisfied with the experience reply toll free with yes or no
ham,my friends use to call the same
ham,sorry I ll call later
ham,em its olowoyey uscedu have a great time in argentina not sad about secretary everything is a blessing
ham,it s a taxt massage PUNCT tie pos argh ok lool
ham,hi can i please get a lt gt dollar loan from you ill pay you back by mid february pls
ham,you might want to pull out more just in case and just plan on not spending it if you can I don t have much confidence in derek and taylor s money management
ham,do you like shaking your booty on the dance floor
ham,text me when you get off don t call my phones having problems
ham,no need for the drug anymore
ham,sorry da i was thought of calling you lot of times lil busyi will call you at noon PUNCT 
ham,its sarcasm PUNCT nt scarcasim
ham,great I have to run now so ttyl
ham,feel like trying kadeem again V
ham,dai lt gt naal eruku
ham,not yet chikku PUNCT wat abt u
ham,ok PUNCT 
ham,want to finally have lunch today
ham,do you know when dad will be back
spam,hello darling how are you today I would love to have a chat why dont you tell me what you look like and what you are in to sexy
spam,8007 FREE for 1st week No1 nokia tone 4 ur mob every week just txt NOKIA to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 W4 5WQ norm 150p tone 16 
ham,he remains a bro amongst bros
ham,R u meeting da ge at nite tmr
ham, was a nice day and impressively i was sensible went home early and now feel fine or am i just boring PUNCT when s yours i can t remember
ham,why de you looking good only PUNCT 
spam,wanna get laid 2nite want real dogging locations sent direct to ur mobile join the UK s largest dogging network txt PARK to 69696 now nyt ec2a 3lp å 150 msg
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
ham,yes they replied my mail I m going to the management office later plus will in to bank later alsoor on wednesday
ham,that s cool I ll come by like lt gt ish
ham,super msg da nalla timing
ham,good afternoon my boytoy PUNCT how are you feeling today better I hope are you being my good boy are you my obedient slave do you please your queen
ham,I am 6 ft we will be a good combination
ham,I m sick PUNCT I m needy PUNCT I want you PUNCT pouts stomps feet where are you PUNCT pouts stomps feet I want my slave PUNCT I want him now PUNCT 
ham, am on a train back from northampton so i m afraid not
ham,where in abj are you serving are you staying with dad or alone
ham,was playng 9 doors game and gt racing on phone lol
